YEAR,total_crash_damage,CRASH_ID
2015,34372.390000000007,4943
2015,0,15192
2015,16336.929999999998,2396
2015,0,15187
2015,23179.709999999999,5184
2015,6782.8999999999996,15133
2015,44954.729999999989,1770
2015,4298.4200000000001,15134
2015,32884.43,1917
2015,13324.040000000001,15185
2015,1012479.939999999,920
2015,14069.700000000001,15135
2015,216055.38999999996,917
2015,6888.0900000000001,15136
2015,317354.86000000004,991
2015,6159.0599999999995,15137
2015,23493.02,5624
2015,8082.8400000000001,15138
2015,25626.09,3178
2015,6379.25,15139
2015,145280.77999999994,3562
2015,17470.050000000003,15186
2015,5487.6400000000012,6924
2015,2274.0799999999999,15127
2015,56599.82,2865
2015,2732.9899999999998,15126
2015,331813.60999999981,992
2015,5067.2399999999998,15125
2015,8209.5,6861
2015,1470.9300000000001,15201
2015,10139.42,4467
2015,4123.8999999999996,15200
2015,22049.380000000001,3296
2015,14085.859999999999,8212
2015,63097.610000000015,2404
2015,4780.0500000000002,15116
2015,41725.459999999992,6872
2015,2952.1199999999999,15199
2015,15406.240000000002,3816
2015,6542.5500000000002,15117
2015,62676.320000000014,7359
2015,5869.4799999999996,15198
2015,49264.220000000001,753
2015,7344.5100000000002,15118
2015,40469.270000000011,6106
2015,5344.3999999999996,15197
2015,15226.759999999998,6143
2015,9635.2399999999998,15196
2015,52603.55999999999,3711
2015,7551.1199999999999,15119
2015,52885.779999999999,2165
2015,2852.21,15120
2015,86974.37999999999,3712
2015,28779.360000000001,15121
2015,48253.880000000005,5303
2015,0,15122
2015,10967.73,2126
2015,9840.3400000000001,15195
2015,272704.57000000001,5235
2015,2984.8299999999999,15123
2015,111846.03999999999,3207
2015,4343.8400000000001,15194
2015,10251.209999999999,366
2015,1953.6500000000001,15124
2015,261871.44999999995,2786
2015,5159.3500000000004,15193
2015,385749.97000000003,6643
2015,5350.9399999999996,15184
2015,964629.25000000058,1293
2015,3692.0900000000001,15140
2015,117177.23999999999,2774
2015,23036.610000000001,15141
2015,7236.7700000000004,7716
2015,3604.27,15183
2015,11125.65,15154
2015,2246.1099999999997,15172
2015,9836.4200000000019,15155
2015,1861.21,15171
2015,7063.0900000000001,15170
2015,3793.0299999999997,15156
2015,0,15157
2015,1985.4200000000001,15169
2015,1991.51,15158
2015,1715.1700000000001,15159
2015,2838.1799999999998,15160
2015,35707.620000000003,15161
2015,5686.6099999999997,15168
2015,11576.43,15162
2015,8674.7799999999988,14355
2015,872.52999999999997,15163
2015,0,15164
2015,6627.8999999999996,15165
2015,10607.83,15166
2015,12652.18,15062
2015,0,15115
2015,17715.869999999999,15173
2015,3575.6799999999998,15174
2015,2573.8699999999999,15142
2015,1942.99,15182
2015,5327.8600000000006,15143
2015,12671.49,15144
2015,4622.54,15181
2015,11127.719999999999,15180
2015,1294.3099999999999,15179
2015,3727.1300000000001,15145
2015,3293.8699999999999,15178
2015,3729.29,15177
2015,0,15146
2015,5201.880000000001,15147
2015,3373.29,15148
2015,4215.1800000000003,15176
2015,1563.0699999999999,15149
2015,1089.27,15150
2015,1562.3000000000002,15151
2015,0,15152
2015,15952.259999999998,15175
2015,21620.879999999997,15153
2015,4970.9200000000001,15202
2015,1404.26,15129
2015,0,15167
2015,9195.1399999999994,15082
2015,14967.09,15107
2015,1711.95,15081
2015,0,15080
2015,2183.27,15215
2015,3698.04,15214
2015,7766.8400000000001,11802
2015,7753.71,15079
2015,8265.8799999999992,15078
2015,2027.8099999999999,15077
2015,13142.549999999999,15076
2015,0,15213
2015,11450.48,15075
2015,1281.0899999999999,15108
2015,11680.41,15095
2015,14862.1,15074
2015,19840.349999999999,15073
2015,1965.6900000000001,15212
2015,3850.5500000000002,15109
2015,6043.2399999999998,15106
2015,21830.089999999997,15105
2015,6891.4700000000003,15083
2015,5037.8299999999999,15084
2015,6902.96,15093
2015,7599.1000000000004,15092
2015,9426.6000000000004,15096
2015,4463.9500000000007,15097
2015,7572.3500000000004,15091
2015,2821.96,15090
2015,12789.290000000001,15089
2015,2191.0799999999999,15088
2015,3179.2299999999996,15098
2015,4907.8299999999999,15072
2015,7996.7799999999997,15087
2015,1733.21,15099
2015,16071.18,15100
2015,5115.1199999999999,15101
2015,8053.5799999999999,15216
2015,5540.4899999999998,15102
2015,6415.6899999999996,11799
2015,15375.380000000001,15103
2015,0,15085
2015,16017.700000000001,15104
2015,6226.1400000000003,15086
2015,5148.7600000000002,15110
2015,2224.0799999999999,15094
2015,11154.91,15111
2015,4845.6900000000005,15209
2015,2283.8400000000001,15208
2015,1657.1999999999998,15205
2015,2111.1800000000003,15069
2015,2975.4400000000001,15114
2015,2276.0299999999997,15065
2015,8458.2200000000012,15066
2015,6745.25,15113
2015,17683.73,8359
2015,4823.8500000000004,15067
2015,0,15068
2015,16265.25,15112
2015,0,15206
2015,4037.9900000000002,15210
2015,20971.370000000003,15070
2015,4260.6300000000001,15207
2015,0,15203
2015,0,15204
2015,8839.9400000000005,15064
2015,0,8312
2015,1225.74,15211
2015,0,15071
2016,362910.49000000022,908
2016,32873.849999999999,9704
2016,711782.59000000008,1556
2016,26443.780000000002,9343
2016,44453.949999999997,2639
2016,1466.47,14176
2016,9003.9899999999998,7732
2016,7798.96,14139
2016,67294.75,2207
2016,0,14175
2016,4962.3299999999999,5376
2016,18692.599999999999,14140
2016,39495.190000000002,6701
2016,8490.630000000001,14145
2016,10725.309999999999,915
2016,7026.5299999999997,14143
2016,10394.279999999999,5681
2016,20071.389999999999,14141
2016,48387.479999999996,2681
2016,14505.400000000001,14144
2016,119126.92999999998,919
2016,37117.340000000004,14341
2016,678959.12000000046,877
2016,25664.720000000001,14173
2016,73438.159999999989,1582
2016,2138.8800000000001,14172
2016,148015.41,4347
2016,15896.459999999999,14174
2016,62091.329999999987,4811
2016,3229.1099999999997,14158
2016,16658.989999999998,4181
2016,24630.490000000002,9347
2016,225369.24000000005,911
2016,39420.559999999998,14171
2016,41200.890000000007,6301
2016,15943.440000000001,14152
2016,9970.8099999999995,884
2016,2302.77,14163
2016,21459.149999999998,7710
2016,11803.84,9366
2016,5295.5500000000002,4598
2016,4642.1800000000003,14162
2016,54526.899999999994,6716
2016,12773.690000000001,14164
2016,3807.9699999999998,4817
2016,3352.3500000000004,14154
2016,276203.59999999992,2646
2016,2082.1999999999998,14155
2016,123912.75000000001,1567
2016,10169.25,14160
2016,46789.940000000002,896
2016,15938.199999999999,14156
2016,81861.969999999987,4826
2016,7199.9100000000008,14159
2016,47006.560000000005,4187
2016,2474.4499999999998,14161
2016,298067.70000000024,1571
2016,1455.5999999999999,14146
2016,152933.04999999999,4194
2016,7913.0200000000004,14165
2016,10354.970000000001,6711
2016,1796.9200000000001,14166
2016,30752.219999999998,2213
2016,14695.720000000001,14147
2016,20110.470000000001,7722
2016,22074.369999999995,14170
2016,125715.82999999999,2665
2016,25584.939999999999,14157
2016,717738.89000000013,895
2016,2429.3299999999999,14169
2016,24941.739999999998,6982
2016,3642.8800000000001,14151
2016,20901.769999999997,3615
2016,7393.6599999999999,14168
2016,132707.26000000001,2218
2016,24198.75,9351
2016,210931.50999999998,2209
2016,1267.4100000000001,14148
2016,23757.950000000001,6979
2016,6808.6300000000001,14149
2016,23328.299999999999,4832
2016,2966.2600000000002,14150
2016,36896.049999999996,6983
2016,2737.6900000000001,14167
2016,86038.76999999999,7349
2016,10987.889999999999,14153
2016,35968.990000000005,6726
2016,0,14129
2016,11847.860000000001,4341
2016,73523.800000000003,13843
2016,16088.33,7353
2016,17822.939999999999,14016
2016,12097.139999999999,2652
2016,26095.360000000001,9642
2016,93205.160000000003,889
2016,18981.439999999999,13889
2016,23486.739999999998,3522
2016,51953.699999999997,14017
2016,42016.369999999995,6708
2016,25531.389999999999,13887
2016,63059.900000000001,4343
2016,8958.4899999999998,14021
2016,4892.2299999999996,3922
2016,3429.1700000000001,14345
2016,53724.210000000006,2644
2016,3869.4700000000003,14022
2016,4380.2400000000007,931
2016,30351.389999999999,13886
2016,7241.5400000000009,7142
2016,2673.02,9500
2016,197099.63,871
2016,4207.9099999999999,13884
2016,369405.07000000001,1646
2016,15110.790000000001,9492
2016,94822.500000000029,3513
2016,19789.150000000001,13883
2016,276329.70000000007,742
2016,11832.650000000001,13876
2016,12999.350000000002,6646
2016,18386.66,14177
2016,23836.27,7307
2016,40313.599999999991,9641
2016,4680.5200000000004,2772
2016,2261.6999999999998,14047
2016,179376.68999999997,739
2016,23608.119999999999,9514
2016,49758.910000000003,2782
2016,46827.139999999999,9516
2016,17483.810000000001,7011
2016,13165.84,13924
2016,2604.0799999999999,6313
2016,14610.359999999999,13941
2016,37230.579999999994,7304
2016,25166.550000000003,13942
2016,22083.319999999996,3800
2016,6353.6100000000006,9579
2016,60858.290000000008,4367
2016,9414.2999999999993,13961
2016,20272.09,725
2016,32483.290000000001,13983
2016,33145.57,2771
2016,11284.43,13912
2016,40528.870000000003,2768
2016,11140.73,14344
2016,98939.439999999988,767
2016,20866.509999999998,9542
2016,454041.86999999988,766
2016,16715.869999999999,13909
2016,2369.8299999999999,6655
2016,55069.779999999999,9530
2016,8824.119999999999,7314
2016,17078.120000000003,9529
2016,15250.629999999997,5341
2016,17658.360000000001,14004
2016,620214.36999999953,750
2016,16136.98,14012
2016,10690.969999999999,5531
2016,59806.999999999993,9517
2016,19896.380000000001,5533
2016,4612.3599999999997,9632
2016,21115.119999999999,7799
2016,5459.2200000000003,9462
2016,12152.280000000001,757
2016,12762.489999999998,13868
2016,15750.630000000001,1642
2016,4801.3299999999999,14063
2016,6394.0300000000007,5340
2016,8627.1900000000005,14126
2016,18822.380000000001,6309
2016,9820.0200000000004,14127
2016,62750.070000000014,3648
2016,17021.560000000001,14128
2016,29354.400000000001,6636
2016,25918.630000000001,9611
2016,84156.930000000008,3650
2016,1444.25,14130
2016,1693543.610000001,690
2016,15997.52,14131
2016,6130.5200000000004,4124
2016,52571.18,9695
2016,525623.32000000007,688
2016,3451.4200000000001,14132
2016,5446.5600000000004,1376
2016,4073.9500000000003,14133
2016,38610.330000000002,6026
2016,16828.16,14134
2016,34216.689999999995,691
2016,0,14135
2016,37707.889999999992,4908
2016,21282.139999999999,14136
2016,209560.16,2818
2016,9357.0200000000004,14137
2016,21157.77,3329
2016,1821.1800000000001,14138
2016,43389.409999999996,4911
2016,3609.3899999999999,14342
2016,37743.389999999999,7840
2016,34417.209999999992,9394
2016,23194.309999999998,7027
2016,27789.630000000001,14125
2016,41291.519999999997,1675
2016,3299.71,14124
2016,35666.139999999999,6625
2016,14608.960000000001,14123
2016,520848.08999999985,693
2016,13478.039999999999,14065
2016,511019.06000000011,696
2016,12352.330000000002,14068
2016,27463.68,4557
2016,11581.079999999998,9454
2016,36639.820000000007,7823
2016,25224.570000000003,9672
2016,107685.77,716
2016,23549.219999999998,14343
2016,4444.29,4370
2016,36272.220000000001,9446
2016,70889.420000000013,3927
2016,19393.920000000002,14078
2016,17918.179999999997,7298
2016,10430.58,9702
2016,13830.749999999998,1665
2016,6949.1100000000006,14089
2016,61507.759999999995,4901
2016,32127.410000000003,9689
2016,67879.400000000009,5827
2016,31113.129999999997,14102
2016,102849.78999999999,3652
2016,23181.189999999999,14112
2016,14546.720000000001,7021
2016,33803.760000000002,14115
2016,283923.96999999997,1669
2016,2464.3900000000003,14120
2016,172243.35000000001,699
2016,6787.1100000000006,14121
2016,176671.32000000007,3641
2016,6372.1099999999997,14122
2016,6969.9300000000003,4586
2016,52395.589999999997,9422
2016,42314.30000000001,4878
2016,10420.869999999999,13926
2016,2048912.9199999997,773
2016,12241.119999999999,9295
2016,230369.21999999997,847
2016,16825.82,14179
2016,5223.7200000000003,7338
2016,3723.1799999999998,14283
2016,91356.390000000029,2707
2016,1896.3400000000001,14284
2016,5516.7299999999996,6687
2016,6530.1700000000001,14285
2016,55326.410000000003,5678
2016,1099.5700000000002,14286
2016,122856.99000000002,2702
2016,106521.55000000002,9216
2016,466104.5499999997,839
2016,9124.1500000000015,14338
2016,45202.589999999997,4581
2016,13537.900000000001,14287
2016,17651.919999999998,3861
2016,1867.4200000000001,14288
2016,27474.160000000003,6686
2016,4767.6200000000008,14289
2016,103983.71999999999,4577
2016,0,14290
2016,10331.990000000002,3923
2016,3992.3999999999996,14291
2016,159210.47000000003,3628
2016,22694.780000000002,14292
2016,85472.049999999988,2188
2016,4004.9400000000001,14293
2016,22915.57,6691
2016,7195.4099999999999,14294
2016,16554.369999999999,5795
2016,3852.8099999999999,14295
2016,8674.8899999999994,7736
2016,5067.8000000000002,14296
2016,9360.8500000000004,5522
2016,15648.560000000001,14297
2016,31928.829999999998,3350
2016,0,14282
2016,21070.770000000004,2688
2016,3630.0699999999997,14281
2016,135614.27000000002,4176
2016,18258.759999999998,14280
2016,6395,2198
2016,5252.9200000000001,14279
2016,400025.25,865
2016,8462,14260
2016,96317.439999999988,4840
2016,4529.8599999999997,14261
2016,433370.79000000004,862
2016,8297.2100000000009,14262
2016,101930.98,1588
2016,7966.0599999999995,14263
2016,176048.74999999997,1591
2016,3196.9200000000001,14264
2016,7422.1700000000001,4173
2016,3285.04,14265
2016,128288.14000000001,2203
2016,9207.5200000000004,14266
2016,24901.470000000001,5802
2016,6011.7200000000003,14267
2016,356924.72999999998,823
2016,6437.75,14298
2016,144843.68000000005,822
2016,3516.0300000000002,14268
2016,15339.759999999998,7000
2016,1305.28,14270
2016,205116.98000000004,793
2016,26311.150000000001,14271
2016,122738.27,2747
2016,21292.579999999998,14339
2016,29143.040000000001,5529
2016,5013.7399999999998,14273
2016,80257.119999999995,2750
2016,5386.9799999999996,14274
2016,39662.470000000001,2742
2016,0,14275
2016,5826.5500000000002,3637
2016,13048.32,14276
2016,1286546.8799999992,782
2016,0,14278
2016,12795.060000000001,6264
2016,10377.370000000001,14269
2016,57714.520000000011,6658
2016,2472.5799999999999,14259
2016,14752.26,5813
2016,16589.299999999999,9203
2016,207749.64000000001,3640
2016,9203.7299999999996,14300
2016,109434.05999999998,1630
2016,17284.360000000001,14320
2016,8112.4600000000009,797
2016,9945.8600000000006,14321
2016,34623.909999999996,1623
2016,3887.2600000000002,14322
2016,49336.610000000001,799
2016,5254.0900000000001,14323
2016,8695.2399999999998,1610
2016,14977.879999999999,14324
2016,17936.599999999999,2724
2016,1262.72,14325
2016,15131.740000000002,5803
2016,7653.8199999999997,14326
2016,1241189.4899999993,816
2016,0,14327
2016,34172.550000000003,2184
2016,8272.0299999999988,14328
2016,23503.760000000002,4572
2016,0,14329
2016,39467.869999999995,2733
2016,0,14330
2016,6052.3800000000001,3516
2016,4821.3099999999995,14331
2016,7956.7200000000003,5947
2016,19158.66,14333
2016,234179.56000000006,2737
2016,2465.6900000000001,14337
2016,5721.0799999999999,804
2016,10923.52,14336
2016,138404.73000000004,1621
2016,12079.869999999999,14334
2016,35627.730000000003,4866
2016,1215.1799999999998,14335
2016,20309.340000000004,7793
2016,15705,14319
2016,27760.850000000002,5385
2016,2158.73,14318
2016,31756.920000000002,5768
2016,13306.799999999999,14317
2016,71465.12999999999,1555
2016,74976.610000000001,9161
2016,60639.770000000004,3838
2016,18665.099999999999,14301
2016,304543.54999999993,2435
2016,2585.3400000000001,14302
2016,14785.870000000001,2436
2016,41621.82,9197
2016,85814.98000000001,2440
2016,0,14303
2016,126547.11000000002,1241
2016,0,14304
2016,7911.4300000000003,4264
2016,25151.309999999998,14305
2016,45127.509999999995,3569
2016,3270.4899999999998,14306
2016,321346.37000000017,2307
2016,9606.4200000000001,14307
2016,18355.77,2448
2016,16305.800000000001,14299
2016,341261.05000000016,1230
2016,1904.4000000000001,14308
2016,28428.98,7429
2016,3347.1799999999998,14310
2016,7576.9099999999999,7428
2016,6647.6199999999999,14311
2016,194894.66000000006,1436
2016,17682.720000000001,9160
2016,50810.75,1251
2016,8179.9899999999998,14312
2016,17311.690000000002,7434
2016,5684.04,14313
2016,63640.210000000014,2310
2016,5619.5599999999995,14314
2016,8236.2299999999996,6860
2016,11214.49,14315
2016,35337.139999999999,5488
2016,1409.03,14316
2016,16337.880000000001,4268
2016,1414.6800000000001,14309
2016,5722.2600000000002,2421
2016,3046.2799999999997,14258
2016,112986.62999999998,2422
2016,7408.9700000000003,14257
2016,15985.51,7526
2016,4780.1300000000001,14256
2016,16235.290000000001,6857
2016,14724.23,14199
2016,237133.88000000003,2424
2016,3574.3900000000003,14200
2016,8110.8699999999999,1262
2016,2479.1900000000001,14201
2016,112463.21000000001,1261
2016,35835.360000000001,14202
2016,21515.720000000001,6856
2016,4521.4899999999998,14203
2016,32678.490000000002,4267
2016,8430.2700000000004,14204
2016,10652.52,7436
2016,8370.9099999999999,14205
2016,134432.09,2454
2016,920.32000000000005,14206
2016,1644.48,6839
2016,7039.3400000000001,14207
2016,170331.23999999996,1222
2016,5039.4099999999999,14208
2016,39341.900000000001,4260
2016,710.61000000000001,14209
2016,256267.20000000004,2292
2016,25684.18,9300
2016,128922.12999999996,2291
2016,1717.8499999999999,14210
2016,154284.70999999999,2476
2016,3241.1500000000001,14211
2016,11435.15,3578
2016,0,14212
2016,39011.25,2478
2016,14239.349999999999,14213
2016,15966.209999999999,2288
2016,5332.7899999999991,9294
2016,29054.670000000002,7572
2016,23386.239999999998,14198
2016,24706.320000000003,6821
2016,14979.310000000001,14197
2016,93550.479999999996,1463
2016,0,14196
2016,45921.490000000005,1178
2016,0,14195
2016,178276.37999999992,1464
2016,7021.2399999999998,14180
2016,33872.379999999997,7414
2016,12952.449999999999,14181
2016,13978.91,5436
2016,21563.73,14182
2016,464665.75000000006,4320
2016,10140.889999999999,9332
2016,669427.60999999987,1275
2016,0,14183
2016,20189.029999999999,6830
2016,5834.9400000000005,14184
2016,45535.410000000003,2465
2016,18411.990000000002,9329
2016,36540.470000000001,6006
2016,3322.71,14185
2016,34457.760000000002,6835
2016,14672.08,14214
2016,49030.929999999993,7552
2016,8364.7200000000012,14186
2016,145214.82999999999,2461
2016,7252.2399999999998,14188
2016,71840.849999999991,7555
2016,16454.73,14189
2016,537848.89000000001,1212
2016,3566.3200000000002,14190
2016,49124.359999999993,3833
2016,7864.96,14191
